"","hydro","bio","Condition"
"66",0,0,0
"232",0,0,0
"99",64,0.115593348,0
"261",55,0.129140014,0
"245",-1,0.14852693,0
"271",0,0.153000175,0
"50",60,0.218268008,0
"214",-15,0.224473287,0
"184",82,0.232589261,0
"43",-5,0.234293392,0
"269",9,0.244430928,0
"193",51,0.256384709,0
"164",53,0.256491183,0
"46",92,0.338965497,0
"216",81,0.338965497,0
"170",63,0.33917505,0
"186",51,0.33970974,0
"79",20,0.358334771,0
"207",-19,0.35944321,0
"9",5,0.37853781,0
"30",52,0.383239623,0
"176",39,0.38473878,0
"212",0,0.393207914,0
"205",0,0.425809941,0
"85",43,0.431699651,0
"234",0,0.437306524,0
"68",41,0.439246769,0
"41",63.5,0.444357593,0
"250",-0.5,0.445746318,0
"211",-2,0.446046457,0
"237",0,0.450027175,0
"118",-5,0.450679454,0
"159",84,0.454375503,0
"87",-2,0.474645402,0
"266",0,0.479781403,0
"166",12,0.497516271,0
"203",0,0.509282964,0
"227",0,0.510172947,0
"231",0,0.510239425,0
"29",41,0.513006828,0
"165",-7,0.5137712,0
"65",82.5,0.513906759,0
"58",65,0.516031075,0
"105",55,0.517270653,0
"35",15,0.52730343,0
"126",41,0.528422196,0
"265",-2,0.538223594,0
"13",3,0.542260268,0
"96",52,0.555804673,0
"199",5,0.560464398,0
"258",-13,0.560708927,0
"270",-5,0.564827745,0
"110",26,0.567199849,0
"179",4,0.577292698,0
"235",0,0.578582584,0
"160",1,0.584840066,0
"268",0,0.591612609,0
"117",90,0.597910067,0
"14",18,0.613777159,0
"167",63,0.619380653,0
"62",16.5,0.622019238,0
"246",0,0.625512227,0
"195",79.5,0.629369926,0
"135",-45,0.639941915,0
"206",11,0.640058725,0
"84",-54,0.643112823,0
"2",-1,0.644804424,0
"107",-54.5,0.645934774,0
"72",-5,0.647990348,0
"133",-10,0.648159101,0
"220",-1,0.651256442,0
"273",0,0.655355924,0
"154",56.5,0.657182762,0
"144",23.5,0.657312117,0
"95",-16,0.657952035,0
"146",46,0.660999668,0
"255",67,0.666797341,0
"80",28,0.668371896,0
"215",0,0.670153014,0
"208",-12,0.67331621,0
"82",42,0.673523331,0
"89",75,0.676875129,0
"239",0,0.678607269,0
"86",81,0.67890659,0
"259",0,0.678969714,0
"177",68,0.6801308,0
"101",-11,0.687994522,0
"272",0,0.695482082,0
"251",0,0.696028377,0
"77",59,0.699027832,0
"53",0,0.706004476,0
"7",23,0.706332608,0
"218",-2,0.707169226,0
"230",0,0.711177602,0
"151",66.5,0.712893228,0
"32",18,0.723073189,0
"40",20.5,0.725270028,0
"198",4,0.727957328,0
"221",0,0.729467818,0
"147",-57.5,0.733588772,0
"264",4.5,0.739513354,0
"31",-14,0.757236396,1
"148",0,0.760809435,1
"100",-42,0.76270814,1
"233",-1,0.763182783,1
"181",69.5,0.763749026,1
"256",-2,0.764769095,1
"182",74,0.76557106,1
"56",-29,0.765754015,1
"223",-0.5,0.771629438,1
"63",0,0.772235524,1
"119",0,0.775013382,1
"254",-1,0.776131115,1
"12",0,0.777623756,1
"260",0,0.778943228,1
"226",0,0.782174747,1
"157",68,0.782600603,1
"210",0,0.782669234,1
"130",0,0.782740399,1
"48",17,0.784739638,1
"194",38,0.786869135,1
"267",-31,0.786942768,1
"161",20.5,0.788491753,1
"111",87,0.789278567,1
"42",114,0.789535937,1
"52",18.5,0.797682095,1
"67",0,0.801513325,1
"98",31.5,0.805000641,1
"69",52.5,0.810956433,1
"90",26,0.811309397,1
"97",-25,0.824669024,1
"88",115,0.831100835,1
"39",10.5,0.83374274,1
"76",12,0.835844727,1
"28",47.5,0.83622953,1
"140",26.5,0.841807591,1
"81",34,0.843264207,1
"188",70.5,0.843299207,1
"22",0,0.847270181,1
"57",-3,0.849111102,1
"113",-44,0.850225668,1
"10",94.5,0.856065144,1
"45",70,0.859490192,1
"74",77.5,0.865521978,1
"224",0,0.866489314,1
"238",-2,0.86713425,1
"200",0,0.867271051,1
"122",0,0.868412406,1
"33",0,0.868997721,1
"131",0,0.872294378,1
"175",-5,0.877566481,1
"61",59,0.878579603,1
"253",0,0.880149457,1
"145",0,0.886335386,1
"197",22,0.892516117,1
"241",7,0.892596367,1
"114",0,0.89661147,1
"71",0,0.900984067,1
"153",0,0.904574803,1
"70",0,0.90734173,1
"136",123,0.911586085,1
"25",48.5,0.912419114,1
"91",0,0.914043167,1
"155",2,0.920559985,1
"49",11,0.925608641,1
"228",6.5,0.930693268,1
"158",0.5,0.932918475,1
"83",0,0.934783777,1
"225",-1,0.935988592,1
"123",0,0.941029237,1
"73",0,0.953862683,1
"5",0,0.954074895,1
"102",0,0.966563298,1
"149",-1,0.967340652,1
"213",0,0.973174515,1
"37",0,0.973645324,1
"104",0,0.975674598,1
"172",0,0.979407792,1
"185",0,0.979781664,1
"112",0,0.981856095,1
"1",0,0.982549471,1
"143",0,0.993530304,1
"162",0,0.998876636,1
"78",4,1.003022127,1
"196",21,1.007268189,1
"229",0,1.008117262,1
"108",12.5,1.008922689,1
"152",31.5,1.012123205,1
"128",2,1.016949406,1
"24",0,1.017497643,1
"243",0,1.018833117,1
"93",0,1.019237288,1
"168",5,1.022327546,1
"103",0,1.023085638,1
"26",0,1.023822198,1
"92",-51,1.026116662,1
"129",0,1.035430983,1
"240",-38,1.036390861,1
"116",-4,1.03859787,1
"142",-6,1.043211147,1
"21",0,1.045087959,1
"59",0,1.048584436,1
"127",48.5,1.05454853,1
"125",0,1.055283193,1
"244",-12,1.083029189,1
"217",0,1.083181055,1
"138",0.5,1.088354172,1
"150",-0.5,1.08869514,1
"189",0,1.093177438,1
"202",-0.5,1.093553406,1
"36",0,1.097036925,1
"121",37,1.097318517,1
"171",6.5,1.100004844,1
"263",8.5,1.101621011,1
"180",0,1.102228483,1
"20",-3,1.109322382,1
"141",0,1.112443863,1
"190",0,1.112905109,1
"18",0,1.116139719,1
"192",0,1.117726057,1
"3",0.5,1.118516457,1
"15",0,1.120381158,1
"252",60.5,1.121198534,1
"187",1,1.123680636,1
"222",0,1.129090121,1
"23",-11,1.137145755,1
"219",0,1.150211397,1
"262",0,1.150513653,1
"16",-1,1.156517482,1
"27",1,1.158815862,1
"139",0,1.160963949,1
"183",37,1.167822078,1
"11",-1,1.168165087,1
"134",35,1.173052684,1
"169",0,1.174029958,1
"19",0,1.178230504,1
"109",-1,1.179361688,1
"8",0,1.183426534,1
"38",-1,1.184380837,1
"156",0,1.187720075,1
"94",0,1.190035878,1
"163",0,1.199722006,1
"236",-2,1.200009192,1
"60",0,1.202956752,1
"132",0.5,1.204077963,1
"209",0,1.207050411,1
"124",0,1.215843863,1
"178",-2,1.226560053,1
"174",0,1.232530412,1
"54",0,1.23785983,1
"137",0,1.238670239,1
"249",-1,1.240871567,1
"106",0,1.251054292,1
"44",0,1.255078406,1
"204",11.5,1.264081038,1
"34",-27,1.269379807,1
"6",0,1.272685694,1
"4",0,1.273107613,1
"173",21,1.280136406,1
"55",-1,1.29238977,1
"47",0,1.292700876,1
"120",0,1.293637544,1
"257",-1,1.31111307,1
"191",0,1.31183034,1
"51",0,1.314497154,1
"17",-1,1.389128234,1
