"","hydro","bio","Condition"
"43",-26,0.321536142,0
"269",-38,0.325978447,0
"40",-20.5,0.373333871,0
"35",-6,0.378159997,0
"62",-27,0.423718824,0
"41",-29,0.428708937,0
"146",-14.5,0.430074926,0
"63",0,0.431080768,0
"144",-8,0.437732284,0
"117",-63,0.437914084,0
"151",-61,0.452239,0
"77",-30,0.457976923,0
"195",-25,0.458144986,0
"58",-37.5,0.463317285,0
"255",-3,0.463611392,0
"96",-28,0.464507671,0
"53",-1,0.468617825,0
"32",-26,0.468643546,0
"88",-28,0.483365473,0
"45",-47,0.484253114,0
"61",-47,0.486417705,0
"154",-27,0.487045118,0
"188",-28,0.499100256,0
"52",-34,0.506118169,0
"74",-8,0.511329712,0
"97",-9,0.513536282,0
"82",-13,0.518573522,0
"90",-59,0.530565885,0
"42",-7,0.532234303,0
"25",-9,0.534908259,0
"76",-33,0.53663685,0
"89",-8,0.537708806,0
"108",-9,0.55190933,0
"14",-27,0.558848559,0
"133",-12,0.576533651,0
"69",-28,0.577077692,0
"189",0,0.579934665,0
"81",-38,0.580337956,0
"92",3,0.597490739,0
"39",-0.5,0.607447699,0
"196",-12,0.607742872,0
"208",0,0.611809758,0
"49",0,0.620772767,0
"136",-27,0.622864821,0
"13",-27,0.625166341,0
"230",-0.5,0.643367179,0
"121",-61,0.645618026,0
"127",-9,0.648606947,0
"161",-7,0.652571704,0
"59",0,0.65415112,0
"237",0,0.659594829,0
"206",-13,0.673798678,0
"119",0,0.687723082,0
"71",0,0.698033155,0
"202",-20,0.698524859,0
"149",-1,0.700728735,0
"174",0,0.704900137,0
"47",0,0.726856545,0
"172",0,0.727778917,0
"148",0,0.744434296,0
"253",0,0.762397131,0
"234",0,0.765194783,1
"54",-1,0.777716312,1
"244",-12,0.781736864,1
"44",0,0.794854717,1
"220",0,0.814037649,1
"48",0,0.834846081,1
"15",0,0.846166691,1
"142",-2,0.862306574,1
"20",-2.5,0.870100364,1
"240",-1,0.872852234,1
"156",0,0.878314208,1
"26",0,0.878748317,1
"37",-1,0.887950144,1
"141",-61,0.906382829,1
"130",0,0.908170666,1
"192",0,0.927777736,1
"4",0,0.953430352,1
"114",0,0.965527839,1
"38",0,0.983802143,1
"6",0,0.996013803,1
"163",0,1.014552478,1
"16",0,1.015698847,1
"102",1,1.03271132,1
"5",-61,1.063675716,1
"51",-1,1.082348702,1
"31",-44,1.085905124,1
